Games-[A]RTS-DotA2,49.0
Games-[A]RTS-LoL,82.3
Games-[A]RTS-HotS,5.8
Games-[A]RTS-StarCraftII,3.9
Games-[A]RTS-Smite,4.3
Games-FPS-CS:GO,36.3
Games-FPS-Overwatch,21.1
Games-Other-Hearthstone,53.2
Games-Other-StreetFighterV,2.5
Games-Other-RocketLeague,2.9
